,por_School_name,por_Gender,por_Age,por_Address,por_Family_size,por_Pstatus ,por_mother_education,por_father_education,por_mother_job,por_father_job,por_school_choice_reason,por_student_guardian,por_home_to_school_travel_time,por_weekly_study_time,por_past_class_failures,por_extra_educational_support,por_family_educational_support,por_extra_paid_classes,por_extra_curricular_activities,por_attended_nursery_school,por_wants_higher_education,por_internet_access_at_home,por_romantic_relationship,por_quality_of_family_relationships,por_free_time_after_school,por_going_out_with_friends,por_workday_alcohol_consumption,por_weekend_alcohol_consumption,por_current_health_status,por_number_of_school_absences,por_first_period_grade,por_second_period_grade,por_final_grade
449,Mousinho da Silveira,Female,15,Rural,greater than 3,living together,1,2,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,11,13,13
450,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,2,3,other,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2,15,15,15
451,Mousinho da Silveira,Male,16,Rural,greater than 3,living together,1,2,other,other,course,father,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10,11,11
452,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,2,2,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,9,10,11
453,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0,10,8,8
454,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3,9,8,8
455,Mousinho da Silveira,Female,15,Urban,greater than 3,living together,2,1,at_home,other,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0,9,10,9
456,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0,13,14,15
457,Mousinho da Silveira,Male,17,Rural,equal to 3,living together,1,2,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,4,10,11,11
458,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,1,1,other,other,home,father,4,4,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0,13,10,13
459,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,1,1,at_home,other,other,father,4,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2,10,9,10
460,Mousinho da Silveira,Female,15,Rural,greater than 3,living together,1,1,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11,10,11
461,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,1,1,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,13,12,14
462,Mousinho da Silveira,Female,15,Rural,greater than 3,living together,1,1,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,13,14,14
463,Mousinho da Silveira,Female,15,Rural,equal to 3,living together,2,2,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2,14,11,12
464,Mousinho da Silveira,Male,16,Rural,greater than 3,living together,1,1,at_home,other,other,father,2,1,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6,11,11,11
465,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,1,2,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9,8,8
466,Mousinho da Silveira,Male,15,Urban,greater than 3,living together,3,1,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0,10,9,11
467,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,2,2,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,14,13,14
468,Mousinho da Silveira,Male,15,Urban,greater than 3,living together,2,2,health,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1,13,12,13
469,Mousinho da Silveira,Male,16,Urban,greater than 3,living together,4,4,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0,13,12,13
470,Mousinho da Silveira,Female,15,Rural,greater than 3,living together,3,3,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,4,13,12,12
471,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,2,2,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2,12,11,12
472,Mousinho da Silveira,Female,16,Rural,equal to 3,living together,2,2,other,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0,14,14,16
473,Mousinho da Silveira,Male,16,Urban,equal to 3,living together,2,1,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10,8,10
474,Mousinho da Silveira,Male,15,Rural,equal to 3,living together,1,3,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,10,11,11
475,Mousinho da Silveira,Female,15,Urban,greater than 3,living together,2,2,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,12,13,14
476,Mousinho da Silveira,Female,16,Rural,equal to 3,living together,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,2,10,8,8
477,Mousinho da Silveira,Male,15,Urban,greater than 3,living together,3,3,services,services,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,11,12,10,11
478,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,1,1,at_home,other,course,father,2,2,3,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,1,0,7,7,8
479,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,2,2,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,4,9,9,10
480,Mousinho da Silveira,Female,19,Urban,greater than 3,living together,2,3,at_home,services,course,other,1,1,1,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,2,0,9,9,10
481,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,2,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2,9,10,11
482,Mousinho da Silveira,Female,15,Rural,equal to 3,living together,1,1,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0,9,10,9
483,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,2,2,other,other,course,father,3,2,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,1,1,9,10,11
484,Mousinho da Silveira,Female,16,Urban,equal to 3,Apart,2,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6,7,7,8
485,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,2,2,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0,11,10,11
486,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,2,2,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,9,10,10
487,Mousinho da Silveira,Female,18,Rural,equal to 3,Apart,3,2,other,other,course,other,2,3,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,6,7,9,10
488,Mousinho da Silveira,Female,19,Urban,greater than 3,living together,1,1,at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6,7,9,9
489,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,1,1,other,other,home,mother,2,1,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,8,9,10
490,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,1,1,at_home,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4,9,11,10
491,Mousinho da Silveira,Female,19,Urban,greater than 3,living together,1,1,other,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12,7,8,9
492,Mousinho da Silveira,Female,16,Rural,greater than 3,Apart,2,2,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2,8,10,10
493,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,0,1,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,9,9,10
494,Mousinho da Silveira,Female,16,Rural,equal to 3,living together,1,2,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0,8,9,9
495,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,3,3,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,14,13,13
496,Mousinho da Silveira,Female,16,Rural,equal to 3,living together,1,1,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,14,14,14
497,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,3,3,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10,11,10
498,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,2,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,14,13,14
499,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,2,2,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,17,16,16
500,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,1,2,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6,7,7
501,Mousinho da Silveira,Male,16,Urban,equal to 3,living together,4,3,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14,12,13
502,Mousinho da Silveira,Male,17,Rural,equal to 3,living together,2,2,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,10,8,9
503,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,1,1,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14,14,14
504,Mousinho da Silveira,Female,19,Urban,equal to 3,living together,2,2,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,12,13,13
505,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,1,1,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11
506,Mousinho da Silveira,Female,20,Urban,greater than 3,living together,3,3,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10
507,Mousinho da Silveira,Female,17,Urban,equal to 3,living together,1,1,other,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,11,11,10
508,Mousinho da Silveira,Male,17,Rural,greater than 3,living together,2,2,other,other,course,mother,3,1,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,10,9,9
509,Mousinho da Silveira,Female,16,Rural,equal to 3,living together,1,1,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,16,17,18
510,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,17
511,Mousinho da Silveira,Female,17,Urban,greater than 3,Apart,1,0,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,11,9,10
512,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,1,1,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7,7,7
513,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,3,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8,6,8
514,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,3,2,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,7,6,7
515,Mousinho da Silveira,Female,18,Urban,equal to 3,living together,1,1,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,9,8,10
516,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,4,4,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16
517,Mousinho da Silveira,Female,16,Rural,equal to 3,living together,1,2,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14,14,15
518,Mousinho da Silveira,Female,18,Urban,greater than 3,Apart,2,4,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,8,5,8
519,Mousinho da Silveira,Male,16,Rural,greater than 3,living together,2,1,other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,8,7,0
520,Mousinho da Silveira,Female,16,Urban,equal to 3,living together,1,1,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6,6,8,8
521,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,2,3,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,8,10,10
522,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,4,4,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,8,8,8
523,Mousinho da Silveira,Male,18,Urban,equal to 3,living together,4,4,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,5,6,6
524,Mousinho da Silveira,Female,16,Rural,equal to 3,living together,3,4,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2,7,9,8
525,Mousinho da Silveira,Male,17,Urban,equal to 3,living together,4,4,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,15,14,16
526,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,4,1,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1,13,14,14
527,Mousinho da Silveira,Male,16,Urban,equal to 3,living together,2,2,services,services,other,mother,4,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,10,9,10
528,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,2,2,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,9,9,9
529,Mousinho da Silveira,Female,16,Urban,equal to 3,living together,4,4,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,11,11,11
530,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,3,3,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,7,10,9
531,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,1,1,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10
532,Mousinho da Silveira,Male,16,Urban,greater than 3,living together,2,1,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,9,7,8
533,Mousinho da Silveira,Female,16,Urban,equal to 3,living together,2,1,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,14,15,16
534,Mousinho da Silveira,Male,16,Urban,equal to 3,living together,4,4,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,11,12,12
535,Mousinho da Silveira,Male,15,Rural,greater than 3,living together,1,2,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9,11,10
536,Mousinho da Silveira,Male,15,Urban,equal to 3,Apart,2,2,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13,14,14
537,Mousinho da Silveira,Male,15,Urban,equal to 3,Apart,2,1,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,12,13,12
538,Mousinho da Silveira,Female,16,Rural,equal to 3,living together,2,2,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,11,11,11
539,Mousinho da Silveira,Female,16,Urban,equal to 3,living together,4,1,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9,10,10
540,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,3,2,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5,9,11,11
541,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,2,2,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11
542,Mousinho da Silveira,Female,16,Urban,greater than 3,living together,4,4,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12
543,Mousinho da Silveira,Male,17,Rural,greater than 3,living together,4,4,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,9,9,8
544,Mousinho da Silveira,Male,17,Rural,equal to 3,living together,1,3,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12,11,12
545,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,3,4,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8
546,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,4,4,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16
547,Mousinho da Silveira,Male,16,Rural,equal to 3,living together,4,1,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,10,11,11
548,Mousinho da Silveira,Female,17,Urban,greater than 3,Apart,1,1,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,11,10,11
549,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,4,2,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,17,18,18
550,Mousinho da Silveira,Male,16,Urban,equal to 3,Apart,2,2,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,12,13,13
551,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,3,2,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13,14,13
552,Mousinho da Silveira,Male,19,Urban,greater than 3,living together,1,1,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,9,9,10
553,Mousinho da Silveira,Male,17,Urban,equal to 3,Apart,1,0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,11,11,12
554,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,1,1,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10,11,10
555,Mousinho da Silveira,Female,16,Rural,greater than 3,living together,1,2,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,13,14,13
556,Mousinho da Silveira,Male,16,Rural,equal to 3,living together,1,2,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4,9,10,11
557,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,3,1,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10
558,Mousinho da Silveira,Male,17,Rural,greater than 3,living together,2,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,8,13,10
559,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,1,0,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,12,12,13
560,Mousinho da Silveira,Male,17,Rural,greater than 3,living together,1,1,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,10,9,10
561,Mousinho da Silveira,Male,18,Urban,equal to 3,living together,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,10,9,10
562,Mousinho da Silveira,Female,16,Rural,equal to 3,living together,2,2,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12
563,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,2,2,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0
564,Mousinho da Silveira,Male,16,Rural,greater than 3,living together,3,2,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,2,11,9,10
565,Mousinho da Silveira,Male,16,Rural,equal to 3,living together,1,1,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,10,10,9
566,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,1,1,services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2,9,7,9
567,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,3,2,services,other,course,mother,1,1,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0,4,0,0
568,Mousinho da Silveira,Male,19,Urban,greater than 3,living together,3,2,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4,6,11,9
569,Mousinho da Silveira,Male,18,Urban,greater than 3,living together,3,3,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9,4,8,8
570,Mousinho da Silveira,Male,16,Rural,greater than 3,living together,2,2,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,7,8,8
571,Mousinho da Silveira,Male,19,Urban,greater than 3,living together,2,1,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,8,9,9
572,Mousinho da Silveira,Female,16,Urban,greater than 3,Apart,3,2,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8,5,5,7
573,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,1,1,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,9,7,9,10
574,Mousinho da Silveira,Male,20,Rural,greater than 3,living together,1,1,other,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,12,8,11,10
575,Mousinho da Silveira,Female,18,Rural,greater than 3,Apart,4,3,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,8,10,11,10
576,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,3,2,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,8,9,10,11
577,Mousinho da Silveira,Male,19,Rural,greater than 3,living together,1,1,other,services,home,other,3,2,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,10,9,11
578,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,3,3,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,4,8,9,10
579,Mousinho da Silveira,Male,18,Urban,equal to 3,living together,1,3,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0,9,10,9
580,Mousinho da Silveira,Male,19,Rural,greater than 3,living together,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,9,10
581,Mousinho da Silveira,Female,18,Urban,greater than 3,Apart,1,2,at_home,other,course,mother,2,2,2,no,yes,no,no,yes,yes,no,no,4,3,3,1,1,5,2,6,8,8
582,Mousinho da Silveira,Female,19,Urban,equal to 3,Apart,1,1,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0,6,8,7
583,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,2,2,other,other,other,mother,2,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0,8,6,0
584,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,0,0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11
585,Mousinho da Silveira,Female,17,Rural,equal to 3,Apart,3,1,other,at_home,course,other,2,3,0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,3,5,8,7,8
586,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,4,2,teacher,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,5,0,8,8,0
587,Mousinho da Silveira,Female,18,Rural,equal to 3,living together,2,2,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,3,7,6,8
588,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,4,1,health,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,0,8,10,9
589,Mousinho da Silveira,Female,17,Urban,equal to 3,living together,1,2,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0,7,10,10
590,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,1,1,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3,7,8,7
591,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,2,2,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,12,13,14
592,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,3,3,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0,11,12,13
593,Mousinho da Silveira,Female,18,Urban,equal to 3,Apart,1,2,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,12,13,14
594,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,4,4,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,18,18,18
595,Mousinho da Silveira,Male,18,Urban,equal to 3,living together,4,4,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,3,17,17,17
596,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,4,2,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,17,18,18
597,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,2,2,at_home,other,course,mother,3,2,1,no,no,no,yes,yes,yes,no,yes,4,3,3,1,1,4,0,9,0,0
598,Mousinho da Silveira,Male,18,Urban,equal to 3,living together,1,2,at_home,services,home,mother,2,1,0,no,yes,no,no,no,yes,no,no,4,1,4,5,5,1,8,10,11,11
